country,year,primary_energy_consumption,renewables_consumption,fossil_fuel_consumption
Lower-middle-income countries,1999,9151.171,542.602,8367.743
Lower-middle-income countries,2000,9483.466,510.674,8705.91
Lower-middle-income countries,2001,9668.767,509.207,8885.704
Lower-middle-income countries,2002,10014.536,503.462,9233.117
Lower-middle-income countries,2003,10300.468,529.385,9488.746
Lower-middle-income countries,2004,11025.695,642.565,10077.039
Lower-middle-income countries,2005,11530.44,648.387,10582.494
Lower-middle-income countries,2006,12002.561,729.312,10971.836
Lower-middle-income countries,2007,12735.961,769.212,11660.975
Lower-middle-income countries,2008,13220.371,734.073,12198.26
Lower-middle-income countries,2009,13558.873,736.09,12548.674
Lower-middle-income countries,2010,14106.84,775.163,13025.978
Lower-middle-income countries,2011,14787.825,885.61,13567.293
Lower-middle-income countries,2012,15226.531,844.147,14047.061
Lower-middle-income countries,2013,15650.51,1000.897,14322.607
Lower-middle-income countries,2014,16286.321,1027.636,14916.016
Lower-middle-income countries,2015,16584.59,1016.068,15222.929
Lower-middle-income countries,2016,17025.846,1067.816,15622.503
Lower-middle-income countries,2017,17980.84,1200.004,16428.25
Lower-middle-income countries,2018,18865.455,1267.363,17243.715
Lower-middle-income countries,2019,19437.158,1427.446,17646.078
Lower-middle-income countries,2020,18813.914,1489.378,16980.037
Lower-middle-income countries,2021,19882.926,1596.949,17910.953
Lower-middle-income countries,2022,20341.938,1775.262,18223.734
Lower-middle-income countries,2023,21152.625,1798.992,19030.525
Luxembourg,1965,41.804,0.256,41.549
Luxembourg,1966,40.057,0.23,39.827
Luxembourg,1967,39.451,0.259,39.192
Luxembourg,1968,42.669,0.265,42.404
Luxembourg,1969,45.92,0.231,45.689
Luxembourg,1970,47.681,0.255,47.426
Luxembourg,1971,45.845,0.144,45.7
Luxembourg,1972,47.275,0.17,47.105
Luxembourg,1973,50.116,0.15,49.966
Luxembourg,1974,50.894,0.222,50.672
Luxembourg,1975,42.276,0.191,42.085
Luxembourg,1976,42.343,0.121,42.222
Luxembourg,1977,39.522,0.274,39.248
Luxembourg,1978,41.118,0.269,40.848
Luxembourg,1979,42.264,0.293,41.972
Luxembourg,1980,38.961,0.303,38.658
Luxembourg,1981,33.323,0.33,32.993
Luxembourg,1982,31.22,0.3,30.921
Luxembourg,1983,29.185,0.293,28.892
Luxembourg,1984,31.444,0.315,31.129
Luxembourg,1985,32.288,0.263,32.025
Luxembourg,1986,31.564,0.309,31.255
Luxembourg,1987,29.831,0.366,29.465
Luxembourg,1988,30.572,0.345,30.227
Luxembourg,1989,35.117,0.268,34.849
Luxembourg,1990,37.151,0.247,36.904
Luxembourg,1991,39.929,0.293,39.636
Luxembourg,1992,40.043,0.245,39.798
Luxembourg,1993,40.569,0.245,40.324
Luxembourg,1994,39.01,0.302,38.708
Luxembourg,1995,33.935,0.322,33.612
Luxembourg,1996,34.899,0.227,34.673
Luxembourg,1997,34.159,0.308,33.85
Luxembourg,1998,32.988,0.427,32.561
Luxembourg,1999,34.86,0.365,34.495
Luxembourg,2000,37.204,0.51,36.694
Luxembourg,2001,39.867,0.499,39.367
Luxembourg,2002,43.582,0.449,43.133
Luxembourg,2003,45.704,0.419,45.285
Luxembourg,2004,51.78,0.576,51.204
Luxembourg,2005,52.553,0.614,51.939
Luxembourg,2006,51.627,0.718,50.909
Luxembourg,2007,50.126,1.282,48.843
Luxembourg,2008,49.761,1.326,48.435
Luxembourg,2009,47.593,1.252,46.341
Luxembourg,2010,50.116,1.253,48.863
Luxembourg,2011,48.821,1.247,47.574
Luxembourg,2012,47.953,1.432,46.521
Luxembourg,2013,45.692,1.673,44.019
Luxembourg,2014,44.274,1.93,42.344
Luxembourg,2015,43.034,2.165,40.87
Luxembourg,2016,42.459,2.307,40.152
Luxembourg,2017,44.355,2.97,41.385
Luxembourg,2018,46.431,3.316,43.115
Luxembourg,2019,47.288,3.744,43.544
Luxembourg,2020,40.541,4.406,36.134
Luxembourg,2021,43.215,4.397,38.818
Luxembourg,2022,38.764,4.33,34.434
Luxembourg,2023,37.546,4.412,33.134
Malaysia,1970,44.263,3.554,40.709
Malaysia,1971,49.442,3.093,46.349
Malaysia,1972,55.072,3.412,51.66
Malaysia,1973,58.027,3.276,54.751
Malaysia,1974,58.828,2.975,55.854
Malaysia,1975,60.674,2.972,57.702
Malaysia,1976,67.75,2.803,64.947
Malaysia,1977,79.25,2.274,76.976
Malaysia,1978,105.269,2.673,102.596
Malaysia,1979,121.07,3.263,117.807
Malaysia,1980,126.612,4.166,122.446
Malaysia,1981,130.891,4.617,126.274
Malaysia,1982,140.161,4.443,135.717
Malaysia,1983,160.962,5.172,155.789
Malaysia,1984,173.472,10.206,163.266
Malaysia,1985,171.884,11.143,160.741
Malaysia,1986,188.659,12.185,176.474
Malaysia,1987,194.529,14.684,179.845
Malaysia,1988,204.603,16.94,187.662
Malaysia,1989,228.992,15.656,213.336
Malaysia,1990,240.986,11.907,229.079
Malaysia,1991,301.866,13.157,288.71
Malaysia,1992,340.554,12.674,327.881
Malaysia,1993,342.515,14.35,328.164
Malaysia,1994,363.737,19.17,344.567
Malaysia,1995,397.951,18.387,379.565
Malaysia,1996,444.273,15.329,428.944
Malaysia,1997,515.451,12.34,503.112
Malaysia,1998,495.441,13.179,482.262
Malaysia,1999,529.429,22.331,507.097
Malaysia,2000,611.257,22.504,588.754
Malaysia,2001,625.815,19.653,606.162
Malaysia,2002,659.175,17.096,642.078
Malaysia,2003,714.156,16.091,698.065
Malaysia,2004,771.64,17.899,753.741
Malaysia,2005,835.079,19.092,815.987
Malaysia,2006,843.833,20.055,823.778
Malaysia,2007,900.057,19.629,880.427
Malaysia,2008,932.623,24.975,907.648
Malaysia,2009,903.049,23.741,879.308
Malaysia,2010,932.974,21.738,911.236
Malaysia,2011,949.202,27.411,921.792
Malaysia,2012,1038.408,31.515,1006.893
Malaysia,2013,1086.738,38.249,1048.489
Malaysia,2014,1097.615,42.583,1055.032
Malaysia,2015,1114.575,45.151,1069.424
Malaysia,2016,1172.303,61.382,1110.921
Malaysia,2017,1188.477,79.17,1109.307
Malaysia,2018,1209.576,80.701,1128.875
Malaysia,2019,1240.781,84.055,1156.726
Malaysia,2020,1196.429,90.235,1106.194
Malaysia,2021,1246.65,98.61,1148.04
Malaysia,2022,1331.279,104.333,1226.946
Malaysia,2023,1335.31,105.328,1229.982
Mexico,1965,293.325,26.208,267.117
Mexico,1966,310.583,29.919,280.664
Mexico,1967,316.549,32.577,283.972
Mexico,1968,344.765,37.382,307.382
Mexico,1969,378.427,39.641,338.786
Mexico,1970,404.032,44.37,359.662
Mexico,1971,424.829,43.089,381.74
Mexico,1972,469.579,45.925,423.654
Mexico,1973,506.47,48.866,457.604
Mexico,1974,557.681,50.719,506.962
Mexico,1975,595.583,46.363,549.22
Mexico,1976,633.882,52.666,581.216
Mexico,1977,668.705,58.433,610.272
Mexico,1978,752.51,49.65,702.859
Mexico,1979,832.041,56.141,775.9
Mexico,1980,906.324,52.599,853.725
Mexico,1981,1002.081,75.531,926.551
Mexico,1982,1044.314,71.463,972.851
Mexico,1983,1032.646,65.146,967.5
Mexico,1984,1080.826,73.834,1006.992
Mexico,1985,1134.396,88.716,1045.681
Mexico,1986,1100.674,72.607,1028.067
Mexico,1987,1136.899,69.562,1067.337
Mexico,1988,1145.465,77.715,1067.749
Mexico,1989,1209.829,88.237,1120.536
Mexico,1990,1319.072,86.935,1223.802
Mexico,1991,1357.68,83.602,1262.041
Mexico,1992,1384.109,97.561,1275.428
Mexico,1993,1385.386,97.497,1273.897
Mexico,1994,1464.644,77.837,1374.779
Mexico,1995,1439.337,100.11,1315.271
Mexico,1996,1476.888,110.407,1344.127
Mexico,1997,1512.699,94.847,1388.183
Mexico,1998,1574.172,90.375,1457.507
Mexico,1999,1597.065,114.151,1454.533
Mexico,2000,1693.276,116.992,1552.956
Mexico,2001,1679.594,102.405,1552.589
Mexico,2002,1720.059,90.787,1601.973
Mexico,2003,1740.948,78.122,1633.6
Mexico,2004,1843.091,93.88,1723.788
Mexico,2005,2019.614,103.126,1886.799
Mexico,2006,2049.177,108.593,1910.914
Mexico,2007,2068.458,101.773,1938.41
Mexico,2008,2153.523,133.683,1993.404
Mexico,2009,2117.228,98.068,1991.019
Mexico,2010,2125.454,129.915,1979.88
Mexico,2011,2221.887,127.621,2067.558
Mexico,2012,2241.891,119.347,2099.47
Mexico,2013,2242.858,110.71,2101.287
Mexico,2014,2230.574,147.502,2057.915
Mexico,2015,2205.421,132.219,2043.285
Mexico,2016,2253.398,133.637,2092.615
Mexico,2017,2293.264,137.736,2127.736
Mexico,2018,2265.277,149.111,2081.753
Mexico,2019,2241.414,154.75,2058.36
Mexico,2020,2041.917,185.863,1827.884
Mexico,2021,2175.894,217.792,1928.164
Mexico,2022,2273.084,220.225,2025.715
Mexico,2023,2348.044,202.161,2115.007
Middle Africa (EI),1965,38.014,11.636,26.378
Middle Africa (EI),1966,39.088,12.103,26.985
Middle Africa (EI),1967,38.78,11.373,27.407
Middle Africa (EI),1968,40.306,11.863,28.443
Middle Africa (EI),1969,42.232,12.892,29.339
Middle Africa (EI),1970,44.319,14.386,29.933
Middle Africa (EI),1971,50.356,15.347,35.009
Middle Africa (EI),1972,52.158,15.702,36.456
Middle Africa (EI),1973,58.361,17.02,41.34
Middle Africa (EI),1974,59.845,16.71,43.135
Middle Africa (EI),1975,56.822,18.354,38.468
Middle Africa (EI),1976,55.592,17.668,37.924
Middle Africa (EI),1977,59.042,18.132,40.91
Middle Africa (EI),1978,65.76,18.218,47.542
Middle Africa (EI),1979,66.135,18.626,47.509
Middle Africa (EI),1980,69.274,19.631,49.643
Middle Africa (EI),1981,73.486,20.734,52.751
Middle Africa (EI),1982,71.327,21.586,49.741
Middle Africa (EI),1983,78.973,22.795,56.178
Middle Africa (EI),1984,75.164,23.848,51.316
Middle Africa (EI),1985,84.411,27.042,57.369
Middle Africa (EI),1986,83.573,27.908,55.665
Middle Africa (EI),1987,85.364,27.955,57.408
Middle Africa (EI),1988,89.728,28.399,61.329
Middle Africa (EI),1989,94.606,33.846,60.76
Middle Africa (EI),1990,87.719,30.431,57.288
Middle Africa (EI),1991,82.907,29.524,53.382
Middle Africa (EI),1992,85.106,32.023,53.083
Middle Africa (EI),1993,84.491,30.225,54.266
Middle Africa (EI),1994,81.886,28.806,53.079
Middle Africa (EI),1995,85.019,32.056,52.963
Middle Africa (EI),1996,85.227,32.156,53.071
Middle Africa (EI),1997,84.829,30.0,54.829
Middle Africa (EI),1998,81.829,29.37,52.459
Middle Africa (EI),1999,85.227,30.565,54.662
Middle Africa (EI),2000,94.089,33.643,60.445
Middle Africa (EI),2001,96.144,34.183,61.961
Middle Africa (EI),2002,101.431,34.291,67.14
Middle Africa (EI),2003,108.776,35.271,73.505
Middle Africa (EI),2004,131.247,40.608,90.639
Middle Africa (EI),2005,127.439,41.529,85.91
Middle Africa (EI),2006,142.734,46.7,96.033
Middle Africa (EI),2007,148.129,43.139,104.99
Middle Africa (EI),2008,162.095,45.883,116.212
Middle Africa (EI),2009,171.92,45.382,126.538
Middle Africa (EI),2010,190.1,46.944,143.156
Middle Africa (EI),2011,198.899,47.489,151.41
Middle Africa (EI),2012,219.856,46.689,173.167
Middle Africa (EI),2013,248.381,53.021,195.36
Middle Africa (EI),2014,259.411,56.594,202.817
Middle Africa (EI),2015,260.337,56.841,203.496
Middle Africa (EI),2016,262.344,59.334,203.009
Middle Africa (EI),2017,262.453,66.739,195.714
Middle Africa (EI),2018,273.838,74.707,199.13
Middle Africa (EI),2019,281.223,78.478,202.745
Middle Africa (EI),2020,262.566,85.209,177.357
Middle Africa (EI),2021,291.409,86.236,205.173
Middle Africa (EI),2022,309.744,86.996,222.748
Middle Africa (EI),2023,313.567,89.504,224.062
Middle East (EI),1965,538.779,6.937,531.842
Middle East (EI),1966,560.258,7.529,552.729
Middle East (EI),1967,592.223,8.365,583.858
Middle East (EI),1968,625.312,9.111,616.201
Middle East (EI),1969,662.21,10.042,652.168
Middle East (EI),1970,706.607,10.585,696.022
Middle East (EI),1971,760.164,11.103,749.061
Middle East (EI),1972,818.524,13.511,805.013
Middle East (EI),1973,902.278,11.09,891.188
Middle East (EI),1974,960.308,14.241,946.068
Middle East (EI),1975,954.324,16.087,938.237
Middle East (EI),1976,1075.816,18.703,1057.113
Middle East (EI),1977,1224.659,20.989,1203.67
Middle East (EI),1978,1297.94,29.015,1268.925
Middle East (EI),1979,1517.844,28.434,1489.41
Middle East (EI),1980,1464.861,28.632,1436.229
Middle East (EI),1981,1592.73,30.204,1562.527
Middle East (EI),1982,1756.649,31.361,1725.287
Middle East (EI),1983,1930.435,30.223,1900.212
Middle East (EI),1984,2180.782,30.674,2150.108
Middle East (EI),1985,2308.017,30.865,2277.152
Middle East (EI),1986,2422.054,32.76,2389.294
Middle East (EI),1987,2578.736,41.147,2537.589
Middle East (EI),1988,2728.761,42.282,2686.479
Middle East (EI),1989,2873.311,37.329,2835.982
Middle East (EI),1990,2990.028,45.166,2944.862
Middle East (EI),1991,3094.906,32.557,3062.349
Middle East (EI),1992,3395.827,52.717,3343.109
Middle East (EI),1993,3490.516,59.281,3431.235
Middle East (EI),1994,3878.33,48.94,3829.39
Middle East (EI),1995,3998.384,55.159,3943.226
Middle East (EI),1996,4123.223,55.294,4067.929
Middle East (EI),1997,4333.137,47.105,4286.031
Middle East (EI),1998,4449.955,50.9,4399.055
Middle East (EI),1999,4532.548,35.008,4497.54
Middle East (EI),2000,4768.687,31.832,4736.855
Middle East (EI),2001,5018.373,34.284,4984.089
Middle East (EI),2002,5300.611,49.369,5251.243
Middle East (EI),2003,5518.178,53.87,5464.308
Middle East (EI),2004,5986.96,66.835,5920.126
Middle East (EI),2005,6345.982,68.931,6277.05
Middle East (EI),2006,6675.17,80.911,6594.26
Middle East (EI),2007,6969.1,76.073,6893.026
Middle East (EI),2008,7509.144,39.215,7469.929
Middle East (EI),2009,7626.879,34.865,7592.014
Middle East (EI),2010,8159.392,49.414,8109.978
Middle East (EI),2011,8476.163,52.098,8423.782
Middle East (EI),2012,8789.852,61.18,8724.852
Middle East (EI),2013,9074.335,67.133,8996.073
Middle East (EI),2014,9393.043,59.071,9323.393
Middle East (EI),2015,9672.763,51.644,9612.086
Middle East (EI),2016,10015.051,64.31,9934.108
Middle East (EI),2017,10163.406,68.608,10077.03
Middle East (EI),2018,10181.151,54.849,10108.822
Middle East (EI),2019,10325.292,141.77,10167.307
Middle East (EI),2020,10142.761,123.242,9999.465
Middle East (EI),2021,10353.324,107.809,10210.148
Middle East (EI),2022,10915.141,123.374,10725.043
Middle East (EI),2023,11238.585,180.009,10961.586
Morocco,1965,17.761,3.587,14.174
Morocco,1966,23.385,3.117,20.268
Morocco,1967,24.64,2.756,21.884
Morocco,1968,26.452,3.128,23.324
Morocco,1969,29.009,4.045,24.964
Morocco,1970,30.375,3.98,26.395
Morocco,1971,32.28,4.495,27.785
Morocco,1972,34.89,4.719,30.171
Morocco,1973,38.756,3.525,35.231
Morocco,1974,41.431,3.953,37.477
Morocco,1975,42.11,3.004,39.106
Morocco,1976,45.639,2.951,42.688
Morocco,1977,51.191,4.036,47.154
Morocco,1978,54.337,4.187,50.15
Morocco,1979,60.603,4.678,55.925
Morocco,1980,60.776,4.48,56.296
Morocco,1981,58.95,3.028,55.922
Morocco,1982,60.749,1.691,59.058
Morocco,1983,62.371,1.422,60.949
Morocco,1984,63.204,1.082,62.122
Morocco,1985,65.303,1.437,63.866
Morocco,1986,67.535,1.901,65.634
Morocco,1987,69.565,2.44,67.126
Morocco,1988,73.487,2.768,70.719
Morocco,1989,80.847,3.421,77.426
Morocco,1990,82.756,3.608,79.148
Morocco,1991,83.804,3.625,80.179
Morocco,1992,93.779,2.851,90.929
Morocco,1993,94.766,1.31,93.456
Morocco,1994,104.454,2.484,101.971
Morocco,1995,102.452,1.807,100.645
Morocco,1996,107.114,5.787,101.327
Morocco,1997,111.354,6.159,105.194
Morocco,1998,114.212,5.255,108.957
Morocco,1999,118.492,2.44,116.052
Morocco,2000,117.463,2.312,115.151
Morocco,2001,126.905,3.138,123.768
Morocco,2002,130.092,3.024,127.068
Morocco,2003,130.45,4.77,125.681
Morocco,2004,148.563,5.159,143.404
Morocco,2005,161.334,3.353,157.981
Morocco,2006,164.665,3.317,161.348
Morocco,2007,163.228,3.339,159.889
Morocco,2008,180.131,3.412,176.719
Morocco,2009,175.79,8.265,167.525
Morocco,2010,194.956,11.454,183.502
Morocco,2011,204.747,7.442,197.305
Morocco,2012,208.422,6.469,201.953
Morocco,2013,213.979,10.902,203.077
Morocco,2014,217.025,9.648,207.377
Morocco,2015,220.859,11.876,208.983
Morocco,2016,223.324,12.468,210.856
Morocco,2017,233.801,12.335,221.466
Morocco,2018,241.814,17.156,224.658
Morocco,2019,263.841,19.884,243.957
Morocco,2020,242.534,18.33,224.204
Morocco,2021,269.054,20.267,248.788
Morocco,2022,267.057,18.651,248.406
Morocco,2023,271.281,22.909,248.372
Netherlands,1965,413.96,0.0,413.96
Netherlands,1966,443.377,0.0,443.377
Netherlands,1967,468.8,0.0,468.8
Netherlands,1968,524.393,0.0,524.314
Netherlands,1969,584.787,0.0,583.893
Netherlands,1970,659.798,0.0,658.754
Netherlands,1971,695.772,0.0,694.623
Netherlands,1972,808.138,0.0,807.213
Netherlands,1973,859.682,0.0,856.538
Netherlands,1974,815.957,0.0,806.659
Netherlands,1975,822.845,2.563,810.819
Netherlands,1976,897.423,2.784,883.653
Netherlands,1977,881.314,2.768,868.019
Netherlands,1978,899.181,3.866,883.795
Netherlands,1979,928.872,3.531,915.442
Netherlands,1980,872.195,3.269,857.009
Netherlands,1981,827.1,3.464,813.257
Netherlands,1982,764.416,0.846,752.512
Netherlands,1983,768.067,0.737,757.146
Netherlands,1984,797.369,0.054,786.785
Netherlands,1985,822.848,1.417,810.368
Netherlands,1986,863.64,1.777,849.9
Netherlands,1987,881.434,2.25,869.094
Netherlands,1988,884.37,2.719,871.224
Netherlands,1989,888.458,3.05,874.003
Netherlands,1990,910.735,2.556,898.242
Netherlands,1991,928.063,2.962,915.655
Netherlands,1992,939.117,3.193,925.142
Netherlands,1993,946.966,3.544,932.219
Netherlands,1994,936.809,3.997,921.555
Netherlands,1995,974.962,4.447,959.114
Netherlands,1996,1017.111,5.736,999.571
Netherlands,1997,998.851,6.353,985.665
Netherlands,1998,1005.942,7.311,987.822
Netherlands,1999,993.777,7.898,975.016
Netherlands,2000,1006.819,9.322,986.377
Netherlands,2001,1045.557,10.334,1024.024
Netherlands,2002,1046.061,12.41,1022.69
Netherlands,2003,1053.076,12.253,1029.642
Netherlands,2004,1088.744,16.365,1061.81
Netherlands,2005,1112.242,23.113,1078.145
Netherlands,2006,1089.576,25.225,1054.878
Netherlands,2007,1107.524,26.774,1069.354
Netherlands,2008,1094.389,31.882,1051.265
Netherlands,2009,1079.291,37.023,1030.883
Netherlands,2010,1170.651,36.716,1123.363
Netherlands,2011,1115.092,40.84,1063.291
Netherlands,2012,1095.699,41.52,1043.879
Netherlands,2013,1062.885,39.766,1015.559
Netherlands,2014,1016.331,38.487,967.208
Netherlands,2015,1026.032,43.043,972.45
Netherlands,2016,1044.014,45.074,988.767
Netherlands,2017,1052.206,52.701,990.816
Netherlands,2018,1026.77,58.911,958.935
Netherlands,2019,1022.329,71.428,941.012
Netherlands,2020,990.146,100.216,879.629
Netherlands,2021,1014.615,121.185,883.818
Netherlands,2022,955.191,143.567,801.226
Netherlands,2023,954.524,169.795,774.798
New Zealand,1970,105.809,41.078,64.73
New Zealand,1971,110.801,46.127,64.675
New Zealand,1972,118.239,48.704,69.535
New Zealand,1973,122.976,48.168,74.808
New Zealand,1974,124.643,51.043,73.6
New Zealand,1975,126.614,55.493,71.12
New Zealand,1976,130.858,51.908,78.949
New Zealand,1977,133.565,49.387,84.177
New Zealand,1978,132.237,52.231,80.006
New Zealand,1979,134.031,60.113,73.918
New Zealand,1980,134.288,63.104,71.184
New Zealand,1981,134.686,63.955,70.731
New Zealand,1982,139.154,59.976,79.179
New Zealand,1983,144.635,64.308,80.327
New Zealand,1984,153.26,66.597,86.663
New Zealand,1985,154.415,64.258,90.157
New Zealand,1986,166.407,71.531,94.875
New Zealand,1987,168.239,71.017,97.222
New Zealand,1988,175.236,74.101,101.135
New Zealand,1989,179.244,74.299,104.945
New Zealand,1990,186.435,77.234,109.201
New Zealand,1991,190.187,76.858,113.329
New Zealand,1992,190.501,71.375,119.126
New Zealand,1993,196.246,78.905,117.341
New Zealand,1994,207.137,85.433,121.704
New Zealand,1995,214.906,90.317,124.589
New Zealand,1996,217.988,86.108,131.88
New Zealand,1997,218.022,77.744,140.278
New Zealand,1998,218.023,84.603,133.419
New Zealand,1999,219.933,78.256,141.677
New Zealand,2000,229.557,83.522,146.035
New Zealand,2001,227.483,74.319,153.164
New Zealand,2002,235.292,82.709,152.584
New Zealand,2003,228.071,78.276,149.795
New Zealand,2004,234.68,89.192,145.488
New Zealand,2005,228.759,79.316,149.443
New Zealand,2006,230.264,80.299,149.966
New Zealand,2007,229.46,81.401,148.058
New Zealand,2008,230.089,79.363,150.727
New Zealand,2009,229.524,87.143,142.38
New Zealand,2010,235.13,91.236,143.894
New Zealand,2011,236.097,93.512,142.586
New Zealand,2012,237.848,87.917,149.931
New Zealand,2013,239.568,88.594,150.974
New Zealand,2014,250.677,94.161,156.516
New Zealand,2015,252.193,96.196,155.998
New Zealand,2016,255.685,99.362,156.323
New Zealand,2017,259.847,96.226,163.621
New Zealand,2018,258.47,98.324,160.146
New Zealand,2019,263.685,97.043,166.642
New Zealand,2020,239.257,93.531,145.726
New Zealand,2021,235.549,94.518,141.031
New Zealand,2022,232.211,100.277,131.934
New Zealand,2023,239.135,101.075,138.06
Non-OECD (EI),1965,12742.828,615.08,12122.469
Non-OECD (EI),1966,13555.452,672.804,12876.758
Non-OECD (EI),1967,14000.876,678.063,13316.31
Non-OECD (EI),1968,14663.71,772.306,13882.462
Non-OECD (EI),1969,15704.248,845.73,14846.008
Non-OECD (EI),1970,16969.695,936.408,16016.996
Non-OECD (EI),1971,18209.977,990.311,17201.363
Non-OECD (EI),1972,19305.449,1045.65,18228.494
Non-OECD (EI),1973,20504.424,1093.4,19363.668
Non-OECD (EI),1974,21499.568,1204.926,20221.492
Non-OECD (EI),1975,22745.564,1253.721,21388.375
Non-OECD (EI),1976,23972.232,1345.523,22487.941
Non-OECD (EI),1977,25498.223,1473.86,23851.756
Non-OECD (EI),1978,26977.344,1630.539,25158.479
Non-OECD (EI),1979,28262.385,1740.575,26302.703
Non-OECD (EI),1980,28912.576,1877.495,26770.75
Non-OECD (EI),1981,29648.875,1941.804,27387.52
Non-OECD (EI),1982,30640.992,1955.645,28314.066
Non-OECD (EI),1983,31743.768,2048.146,29260.664
Non-OECD (EI),1984,33329.828,2235.928,30526.055
Non-OECD (EI),1985,34281.059,2363.968,31283.869
Non-OECD (EI),1986,35530.836,2476.86,32446.982
Non-OECD (EI),1987,37097.27,2551.738,33839.703
Non-OECD (EI),1988,38696.469,2704.615,35181.422
Non-OECD (EI),1989,39520.297,2776.625,35966.555
Non-OECD (EI),1990,40391.777,2873.925,36760.758
Non-OECD (EI),1991,40594.719,2980.571,36852.832
Non-OECD (EI),1992,40620.09,3017.513,36852.562
Non-OECD (EI),1993,40576.492,3185.414,36633.781
Non-OECD (EI),1994,40839.359,3367.177,36747.113
Non-OECD (EI),1995,41539.578,3503.55,37284.453
Non-OECD (EI),1996,42455.184,3500.978,38122.82
Non-OECD (EI),1997,42881.805,3565.819,38470.473
Non-OECD (EI),1998,43278.344,3730.088,38725.688
Non-OECD (EI),1999,44162.098,3764.291,39527.5
Non-OECD (EI),2000,45808.398,3892.788,40976.727
Non-OECD (EI),2001,47375.922,3973.042,42427.25
Non-OECD (EI),2002,49168.574,4033.307,44112.344
Non-OECD (EI),2003,52607.555,4081.001,47436.199
Non-OECD (EI),2004,57268.316,4554.207,51600.363
Non-OECD (EI),2005,60909.949,4786.69,55006.387
Non-OECD (EI),2006,64422.07,5042.404,58230.68
Non-OECD (EI),2007,68008.625,5326.153,61512.344
Non-OECD (EI),2008,70344.133,5760.707,63389.023
Non-OECD (EI),2009,71420.711,5869.107,64369.957
Non-OECD (EI),2010,75606.617,6396.187,67968.789
Non-OECD (EI),2011,79542.594,6549.919,71684.031
Non-OECD (EI),2012,82160.883,7066.689,73755.758
Non-OECD (EI),2013,84073.469,7623.445,75104.195
Non-OECD (EI),2014,86201.055,8164.085,76599.695
Non-OECD (EI),2015,87192.531,8394.638,77245.133
Non-OECD (EI),2016,88434.445,8993.331,77795.281
Non-OECD (EI),2017,91382.57,9587.559,80064.977
Non-OECD (EI),2018,94670.617,10379.688,82436.203
Non-OECD (EI),2019,97088.867,11105.46,83955.734
Non-OECD (EI),2020,96026.18,11726.215,82240.906
Non-OECD (EI),2021,101130.094,12634.887,86259.555
Non-OECD (EI),2022,103833.344,13665.599,87942.078
Non-OECD (EI),2023,108258.883,14533.049,91467.477
North America,1965,16375.015,1016.354,15347.377
North America,1966,17299.689,1063.744,16218.936
North America,1967,17915.924,1155.62,16736.898
North America,1968,18990.566,1174.769,17775.721
North America,1969,19995.355,1304.481,18647.773
North America,1970,20806.727,1324.318,19414.338
North America,1971,21279.955,1397.277,19756.76
North America,1972,22433.721,1482.277,20769.418
North America,1973,23507.699,1526.615,21688.461
North America,1974,23128.371,1663.176,21083.064
North America,1975,22587.797,1628.444,20408.438
North America,1976,23803.949,1629.356,21554.375
North America,1977,24515.525,1472.651,22218.775
North America,1978,25122.107,1692.613,22515.379
North America,1979,25508.131,1728.99,22916.947
North America,1980,24804.613,1737.115,22209.535
North America,1981,24282.295,1763.087,21591.08
North America,1982,23386.725,1876.88,20556.459
North America,1983,23284.488,1974.813,20294.574
North America,1984,24500.875,2029.316,21344.818
North America,1985,24572.254,1976.804,21277.691
North America,1986,24765.059,2019.868,21306.297
North America,1987,25587.734,1925.111,22083.566
North America,1988,26684.41,1828.794,23046.486
North America,1989,27324.299,1951.939,23565.133
North America,1990,27379.094,2066.769,23375.381
North America,1991,27391.898,2095.752,23215.152
North America,1992,27817.209,2041.562,23689.266
North America,1993,28385.902,2153.788,24130.574
North America,1994,29033.729,2095.93,24709.016
North America,1995,29616.012,2287.253,25017.742
North America,1996,30592.668,2464.488,25829.109
North America,1997,30856.672,2466.978,26249.809
North America,1998,31043.01,2316.325,26486.703
North America,1999,31627.182,2376.518,26840.008
North America,2000,32479.678,2291.309,27708.137
North America,2001,31801.469,2014.667,27266.031
North America,2002,32357.965,2219.679,27601.043
North America,2003,32510.041,2208.792,27827.76
North America,2004,33201.375,2227.673,28404.861
North America,2005,33439.102,2329.788,28566.713
North America,2006,33274.914,2415.632,28301.406
North America,2007,33787.371,2382.713,28821.195
North America,2008,33127.684,2573.747,27982.004
North America,2009,31613.355,2652.889,26439.062
North America,2010,32520.043,2701.62,27300.551
North America,2011,32529.238,3030.89,27023.695
North America,2012,31860.811,2992.024,26467.086
North America,2013,32622.266,3121.891,27028.75
North America,2014,32890.703,3180.248,27226.934
North America,2015,32638.002,3231.671,26946.689
North America,2016,32618.689,3462.426,26691.711
North America,2017,32810.961,3704.256,26658.176
North America,2018,33776.703,3744.735,27586.697
North America,2019,33535.547,3810.807,27287.105
North America,2020,31067.723,3972.654,24725.746
North America,2021,32591.609,4138.124,26131.893
North America,2022,33338.938,4451.018,26612.219
North America,2023,33019.293,4412.859,26319.234
North America (EI),1965,16122.062,1006.244,15104.532
North America (EI),1966,17036.738,1053.313,15966.449
North America (EI),1967,17641.379,1145.284,16472.797
North America (EI),1968,18709.74,1164.236,17505.479
North America (EI),1969,19707.197,1293.717,18370.381
